date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,lastModified,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,date_modified
20200403,56,283453,1181510,61976.0,25729.0,36682.0,4928.0,335.0,605.0,39.0,10861.0,2020-04-03T24:00:00Z,7782.0,36682.0,1517249,2020-04-03T24:00:00Z,0,0,1286,4554,100687,31769,134934,bc7641b817c4fca50b56ee9e7773361267e5ef61,2020-04-03
20200402,56,251684,1080823,62097.0,22956.0,32128.0,4513.0,305.0,574.0,32.0,8586.0,2020-04-02T24:00:00Z,6496.0,32128.0,1382315,2020-04-02T24:00:00Z,0,0,1172,4175,93260,28037,122888,01f575eef97617cd220da2bb44c0d951f4217be9,2020-04-02
20200401,56,223647,987563,59665.0,20775.0,27953.0,3937.0,256.0,561.0,32.0,7084.0,2020-04-01T24:00:00Z,5324.0,27953.0,1259427,2020-04-01T24:00:00Z,0,0,1011,4228,83155,26078,112071,3dbacfee012f7593b7aee6bbb81fb057c1e8445f,2020-04-01
20200331,56,197569,904408,59518.0,18082.0,23725.0,3487.0,230.0,507.0,,5666.0,2020-03-31T24:00:00Z,4313.0,23725.0,1147356,2020-03-31T24:00:00Z,0,0,890,3906,87422,24840,115456,9d2db4f7e4edead52861e004170b5a2a00581128,2020-03-31
20200330,56,172729,816986,65369.0,15772.0,19819.0,3087.0,187.0,451.0,,4560.0,2020-03-30T24:00:00Z,3423.0,19819.0,1031900,2020-03-30T24:00:00Z,0,0,589,2536,96077,21691,115088,6a532d8af43dcaa94953b8a4e77527177a8ddb3d,2020-03-30
20200329,56,151038,720909,65545.0,14026.0,17283.0,2456.0,156.0,439.0,,4052.0,2020-03-29T24:00:00Z,2834.0,17283.0,916812,2020-03-29T24:00:00Z,0,0,515,2775,66613,19570,85432,16430c37a3b3852fa93280c313e607d720ab2648,2020-03-29
20200328,56,131468,654296,65709.0,12382.0,14508.0,2174.0,140.0,390.0,,3143.0,2020-03-28T24:00:00Z,2319.0,14508.0,831380,2020-03-28T24:00:00Z,0,0,544,2425,89725,19586,92528,0a9bb6e30f69dea6f0d4f1d9031c555fedd2f65c,2020-03-28
20200327,56,111882,564571,60091.0,10932.0,12083.0,1792.0,124.0,324.0,,2418.0,2020-03-27T24:00:00Z,1775.0,12083.0,738852,2020-03-27T24:00:00Z,0,0,406,2563,84907,19253,109484,b426972e334530db78d6030cb61850e1627a495e,2020-03-27
20200326,56,92629,479664,60251.0,7757.0,9520.0,1299.0,91.0,258.0,,97.0,2020-03-26T24:00:00Z,1369.0,9520.0,629368,2020-03-26T24:00:00Z,0,0,319,2499,85155,17544,107791,bce9efedca96caf833a12837aae03a7d70c9a883,2020-03-26
20200325,56,75085,394509,51235.0,5062.0,7021.0,,74.0,167.0,,146.0,2020-03-25T24:00:00Z,1050.0,7021.0,521577,2020-03-25T24:00:00Z,0,0,235,1904,71973,12921,89171,b76423ceddfc0539234900fc074da3358c217f5f,2020-03-25
20200324,56,62164,322536,14433.0,3902.0,5117.0,,,,,,2020-03-24T24:00:00Z,815.0,5117.0,432406,2020-03-24T24:00:00Z,0,0,234,1180,58694,10704,71126,7da565a5168fa858277b869bbe4e87c226740c00,2020-03-24
20200323,56,51460,263842,14571.0,2770.0,3937.0,,,,,,2020-03-23T24:00:00Z,581.0,3937.0,361280,2020-03-23T24:00:00Z,0,0,101,914,46688,11396,58766,d3109a71368e082d55490a24c80e201c60597829,2020-03-23
20200322,56,40064,217154,2842.0,2155.0,3023.0,,,,,,2020-03-22T24:00:00Z,480.0,3023.0,302514,2020-03-22T24:00:00Z,0,0,146,1003,35954,9156,49485,8893b58ac8c8527e4b2e55ed6c244db8538cb79e,2020-03-22
20200321,56,30908,181200,3468.0,1436.0,2020.0,,,,,,2020-03-21T24:00:00Z,334.0,2020.0,253029,2020-03-21T24:00:00Z,0,0,62,1912,38829,6797,48510,f85ecd0aba5961ad16273c780bd2445dbba42a52,2020-03-21
20200320,56,24111,142371,3330.0,1042.0,108.0,,,,,,2020-03-20T24:00:00Z,272.0,108.0,204519,2020-03-20T24:00:00Z,0,0,69,23,30782,6093,43838,023d451263a570788c041967ae645d91bbc8b514,2020-03-20
20200319,56,18018,111589,3016.0,617.0,85.0,,,,,,2020-03-19T24:00:00Z,203.0,85.0,160681,2020-03-19T24:00:00Z,0,0,48,18,22570,4674,32530,491247479c7b60e2ab71205eefdaa535eed88639,2020-03-19
20200318,56,13344,89019,2526.0,416.0,67.0,,,,,,2020-03-18T24:00:00Z,155.0,67.0,128151,2020-03-18T24:00:00Z,0,0,32,12,22594,3023,30484,24acd489a20837376032e357d23687e972986898,2020-03-18
20200317,56,10321,66425,1687.0,325.0,55.0,,,,,,2020-03-17T24:00:00Z,123.0,55.0,97667,2020-03-17T24:00:00Z,0,0,23,13,14387,2570,21537,e5b6ce5d05c1e2b5ac5f8c5ededd8662a6aa7b5c,2020-03-17
20200316,56,7751,52038,1691.0,,42.0,,,,,,2020-03-16T24:00:00Z,100.0,42.0,76130,2020-03-16T24:00:00Z,0,0,21,6,16851,1754,21691,edac56a5ad9413f053850fe678e41a03a84d8316,2020-03-16
20200315,51,5997,35187,2242.0,,36.0,,,,,,2020-03-15T24:00:00Z,79.0,36.0,54439,2020-03-15T24:00:00Z,0,0,15,10,6829,1292,9940,730655426994e54d7bb1e41be35a9b0f526d6249,2020-03-15
20200314,51,4705,28358,1236.0,,26.0,,,,,,2020-03-14T24:00:00Z,64.0,26.0,44499,2020-03-14T24:00:00Z,0,0,9,4,4018,917,6977,85858a6177625136777637d532ca0a51458907f6,2020-03-14
20200313,51,3788,24340,1130.0,,22.0,,,,,,2020-03-13T24:00:00Z,55.0,22.0,37522,2020-03-13T24:00:00Z,0,0,4,6,8407,1059,11106,b170c2c05f05ebeac9c906c5bfdbb513894a5bf5,2020-03-13
20200312,51,2729,15933,673.0,,16.0,,,,,,2020-03-12T24:00:00Z,51.0,16.0,26416,2020-03-12T24:00:00Z,0,0,8,5,4675,673,5893,1652bca3d94d14a6430b3580a0549f9cc71da532,2020-03-12
20200311,51,2056,11258,563.0,,11.0,,,,,,2020-03-11T24:00:00Z,43.0,11.0,20523,2020-03-11T24:00:00Z,0,0,6,3,3447,502,4102,b81bc748b222cf46f7e51c579f8463edd88f79fd,2020-03-11
20200310,51,1554,7811,469.0,,8.0,,,,,,2020-03-10T24:00:00Z,37.0,8.0,16421,2020-03-10T24:00:00Z,0,0,2,0,2195,391,2763,2bb768618e591c61651a24913aec2d0575dd4b20,2020-03-10
20200309,51,1163,5616,313.0,,8.0,,,,,,2020-03-09T24:00:00Z,35.0,8.0,13658,2020-03-09T24:00:00Z,0,0,4,2,1541,292,1906,c24512d85e18f60526ae3414158f55ffbcdfd98a,2020-03-09
20200308,51,871,4075,347.0,,6.0,,,,,,2020-03-08T24:00:00Z,31.0,6.0,11752,2020-03-08T24:00:00Z,0,0,4,0,727,199,1001,2094f177180499a8279ed78d9eab461d1a39d18d,2020-03-08
20200307,51,672,3348,602.0,,6.0,,,,,,2020-03-07T24:00:00Z,27.0,6.0,10751,2020-03-07T24:00:00Z,0,0,1,0,676,173,964,fbdab7d08c193cd0e7f335d0da30eb2c94b6abf8,2020-03-07
20200306,38,499,2672,458.0,,6.0,,,,,,2020-03-06T24:00:00Z,26.0,6.0,9787,2020-03-06T24:00:00Z,0,0,6,1,723,113,880,60209ec0af60267cd1d6fb293b3650c5887e2776,2020-03-06
20200305,28,386,1949,197.0,,5.0,,,,,,2020-03-05T24:00:00Z,20.0,5.0,8907,2020-03-05T24:00:00Z,0,0,4,1,532,104,661,c742b75aa5e4dbd97105f6561136e6101a83fe78,2020-03-05
20200304,22,282,1417,103.0,,4.0,,,,,,2020-03-04T24:00:00Z,16.0,4.0,8246,2020-03-04T24:00:00Z,0,0,2,4,971,138,1083,f18f0aee05b8d5a10789819bfcb2faf04c415e34,2020-03-04
20200303,11,144,446,,,,,,,,,2020-03-03T24:00:00Z,14.0,,7163,2020-03-03T24:00:00Z,0,0,3,0,203,50,291,a19d78a0a71d2fd4aef9e86f0ad4c6c629f7b73c,2020-03-03
20200302,9,94,243,,,,,,,,,2020-03-02T24:00:00Z,11.0,,6872,2020-03-02T24:00:00Z,0,0,3,0,158,44,212,718cb1a55128742fa4846218aeb932ac0dd1ea3b,2020-03-02
20200301,9,50,85,,,,,,,,,2020-03-01T24:00:00Z,8.0,,6660,2020-03-01T24:00:00Z,0,0,3,0,61,32,108,153d1a1f83000c516f1fba4cf5b2f5fe462a9c93,2020-03-01
20200229,7,18,24,,,,,,,,,2020-02-29T24:00:00Z,5.0,,6552,2020-02-29T24:00:00Z,0,0,1,0,24,18,62,588a18c291a2eb1b42f3d7c6817c7a988dda785a,2020-02-29
20200228,7,0,0,,,,,,,,,2020-02-28T24:00:00Z,4.0,,6490,2020-02-28T24:00:00Z,0,0,2,0,0,0,3,06ead73e596ca572f900b15a0435385b7bd73bba,2020-02-28
20200227,7,0,0,,,,,,,,,2020-02-27T24:00:00Z,2.0,,6487,2020-02-27T24:00:00Z,0,0,0,0,0,0,6446,055c3933dd9c57bc1efd9be6e3b22d2938744d2f,2020-02-27
20200226,5,0,0,,,,,,,,,2020-02-26T24:00:00Z,2.0,,41,2020-02-26T24:00:00Z,0,0,2,0,0,0,0,700a345a622fb0ebed3e892a729a52d9c460c272,2020-02-26
20200225,5,0,0,,,,,,,,,2020-02-25T24:00:00Z,0.0,,41,2020-02-25T24:00:00Z,0,0,0,0,0,0,1,770c45ec53b78e7d7ef3da3bd0061cbda9b3d355,2020-02-25
20200224,5,0,0,,,,,,,,,2020-02-24T24:00:00Z,0.0,,40,2020-02-24T24:00:00Z,0,0,0,0,0,0,2,e677f8f9e48fb0205b97ab7113e7a529c93b6aaf,2020-02-24
20200223,5,0,0,,,,,,,,,2020-02-23T24:00:00Z,0.0,,38,2020-02-23T24:00:00Z,0,0,0,0,0,0,0,e7813a49cd5c354ec998ac973d3297b453b3784b,2020-02-23
20200222,5,0,0,,,,,,,,,2020-02-22T24:00:00Z,0.0,,38,2020-02-22T24:00:00Z,0,0,0,0,0,0,1,245c236af0e477ff9cd07671cebef57252d2d689,2020-02-22
20200221,5,0,0,,,,,,,,,2020-02-21T24:00:00Z,0.0,,37,2020-02-21T24:00:00Z,0,0,0,0,0,0,1,dd28607dfa6dbfdf1089269e8fdaba99fbc909b8,2020-02-21
20200220,5,0,0,,,,,,,,,2020-02-20T24:00:00Z,0.0,,36,2020-02-20T24:00:00Z,0,0,0,0,0,0,1,58e6adfe73d42e81aa5454e03a0ff47e853d60fe,2020-02-20
20200219,5,0,0,,,,,,,,,2020-02-19T24:00:00Z,0.0,,35,2020-02-19T24:00:00Z,0,0,0,0,0,0,6,a58c2e53d025430a114a9b85f0a8d0e11fa12400,2020-02-19
20200218,5,0,0,,,,,,,,,2020-02-18T24:00:00Z,0.0,,29,2020-02-18T24:00:00Z,0,0,0,0,0,0,0,838a7f2907c11cb4de2fcbbee2e18528e0ea5033,2020-02-18
20200217,5,0,0,,,,,,,,,2020-02-17T24:00:00Z,0.0,,29,2020-02-17T24:00:00Z,0,0,0,0,0,0,1,e9872292b2a7f7bdf1737ac52f54038c4864f23f,2020-02-17
20200216,5,0,0,,,,,,,,,2020-02-16T24:00:00Z,0.0,,28,2020-02-16T24:00:00Z,0,0,0,0,0,0,2,940ba3a51d18f9720034fefafb557023b455a1dd,2020-02-16
20200215,5,0,0,,,,,,,,,2020-02-15T24:00:00Z,0.0,,26,2020-02-15T24:00:00Z,0,0,0,0,0,0,4,d448924f6e8d3821f6cac327d9adeb9ab80fafbd,2020-02-15
20200214,4,0,0,,,,,,,,,2020-02-14T24:00:00Z,0.0,,22,2020-02-14T24:00:00Z,0,0,0,0,0,0,0,b15e417020f36211457b73074ba97fcd9ce18fcc,2020-02-14
20200213,4,0,0,,,,,,,,,2020-02-13T24:00:00Z,0.0,,22,2020-02-13T24:00:00Z,0,0,0,0,0,0,1,e7f1d19566188f1e2db1641b34468e5203955a0c,2020-02-13
20200212,4,0,0,,,,,,,,,2020-02-12T24:00:00Z,0.0,,21,2020-02-12T24:00:00Z,0,0,0,0,0,0,1,d629f94558bba2c702090373345ab1caa5d0e5e4,2020-02-12
20200211,4,0,0,,,,,,,,,2020-02-11T24:00:00Z,0.0,,20,2020-02-11T24:00:00Z,0,0,0,0,0,0,1,3603bce83b082d86cd9c5d8e20c2355e1cafce65,2020-02-11
20200210,4,0,0,,,,,,,,,2020-02-10T24:00:00Z,0.0,,19,2020-02-10T24:00:00Z,0,0,0,0,0,0,1,d66ae981cb25f82b7bdde2b5cdf0d738e3c908a2,2020-02-10
20200209,3,0,0,,,,,,,,,2020-02-09T24:00:00Z,,,18,2020-02-09T24:00:00Z,0,0,0,0,0,0,0,a4c94f822733ee9e8ecdcc423675b7dffda0fdd6,2020-02-09
20200208,3,0,0,,,,,,,,,2020-02-08T24:00:00Z,,,18,2020-02-08T24:00:00Z,0,0,0,0,0,0,2,70527afe918e19d08318d69f1c08166da805836c,2020-02-08
20200207,3,0,0,,,,,,,,,2020-02-07T24:00:00Z,,,16,2020-02-07T24:00:00Z,0,0,0,0,0,0,0,1cc36d0e0b50a528f3648b2dc50a3588b5f97675,2020-02-07
20200206,3,0,0,,,,,,,,,2020-02-06T24:00:00Z,,,16,2020-02-06T24:00:00Z,0,0,0,0,0,0,1,e2aa89ba20de38762574e78004d9af7ed3872f70,2020-02-06
20200205,3,0,0,,,,,,,,,2020-02-05T24:00:00Z,,,15,2020-02-05T24:00:00Z,0,0,0,0,0,0,0,4f324d4cf66b8ba7b601b44a705dbeac03f83ac5,2020-02-05
20200204,3,0,0,,,,,,,,,2020-02-04T24:00:00Z,,,15,2020-02-04T24:00:00Z,0,0,0,0,0,0,4,1ee2bd0c3dd00befe2204767abe8e06490571579,2020-02-04
20200203,3,0,0,,,,,,,,,2020-02-03T24:00:00Z,,,11,2020-02-03T24:00:00Z,0,0,0,0,0,0,3,9aa6ad0825d09a247785242b8178ca4e34899be5,2020-02-03
20200202,3,0,0,,,,,,,,,2020-02-02T24:00:00Z,,,8,2020-02-02T24:00:00Z,0,0,0,0,0,0,0,f2a379724608d8ac316ec4ce40be7cc7ae65ac99,2020-02-02
20200201,3,0,0,,,,,,,,,2020-02-01T24:00:00Z,,,8,2020-02-01T24:00:00Z,0,0,0,0,0,0,0,2cba46fe76e0f2059360e6e72a7d8b30ff65a3a4,2020-02-01
20200131,3,0,0,,,,,,,,,2020-01-31T24:00:00Z,,,8,2020-01-31T24:00:00Z,0,0,0,0,0,0,3,42a943021908c2b30ed4ff8a167cf85b67c74a64,2020-01-31
20200130,3,0,0,,,,,,,,,2020-01-30T24:00:00Z,,,5,2020-01-30T24:00:00Z,0,0,0,0,0,0,0,fcc4f0bddc597038fdae38186a3c04abed3bcafb,2020-01-30
20200129,3,0,0,,,,,,,,,2020-01-29T24:00:00Z,,,5,2020-01-29T24:00:00Z,0,0,0,0,0,0,2,b70b347abb1a57042bb79f346f701f4dadaaef97,2020-01-29
20200128,2,0,0,,,,,,,,,2020-01-28T24:00:00Z,,,3,2020-01-28T24:00:00Z,0,0,0,0,0,0,0,0b29231acff528952fcbb6fa30daeef620d3f707,2020-01-28
20200127,2,0,0,,,,,,,,,2020-01-27T24:00:00Z,,,3,2020-01-27T24:00:00Z,0,0,0,0,0,0,1,6fd2348b0ace6226478a9bff8ba1bf1de2733360,2020-01-27
20200126,2,0,0,,,,,,,,,2020-01-26T24:00:00Z,,,2,2020-01-26T24:00:00Z,0,0,0,0,0,0,0,69c67c81e64d10a5270497fc5336779c06fb812b,2020-01-26
20200125,2,0,0,,,,,,,,,2020-01-25T24:00:00Z,,,2,2020-01-25T24:00:00Z,0,0,0,0,0,0,0,9ea5731f5b0a79617b994d6842eecfdbeb1dde35,2020-01-25
20200124,2,0,0,,,,,,,,,2020-01-24T24:00:00Z,,,2,2020-01-24T24:00:00Z,0,0,0,0,0,0,0,287531342bc8d5f2650b0cc12ebcca3807a64b7b,2020-01-24
20200123,2,0,0,,,,,,,,,2020-01-23T24:00:00Z,,,2,2020-01-23T24:00:00Z,0,0,0,0,0,0,1,e0563aac8e1bc7b8b8059c52831b97179ff6f981,2020-01-23
20200122,2,0,0,,,,,,,,,2020-01-22T24:00:00Z,,,1,2020-01-22T24:00:00Z,0,0,0,0,0,0,0,e0caa1c66c4aa83baf227afe12261a1493fc0d7e,2020-01-22
